,0,1,2,3,4,5,6,7,8
0,0.4615384615384616,0.44696969696969696,0.6666666666666666,0.8271604938271604,0.0,0.0,0.0,0.5333333333333333,0.5061728395061726
1,0.15384615384615385,0.3484848484848485,0.0,0.20987654320987653,0.0,0.0,0.0,0.5333333333333333,0.3580246913580247
2,0.23076923076923078,0.36363636363636365,0.0,0.12345679012345678,0.0,0.0,0.0,0.5333333333333333,0.7777777777777779
3,0.23076923076923078,0.5227272727272727,0.0,0.19753086419753085,0.0,0.0,0.047619047619047616,0.5333333333333333,0.40740740740740744
4,0.6153846153846154,0.33333333333333337,0.16666666666666666,0.1728395061728395,0.02631578947368421,0.0,0.0,0.5333333333333333,0.5802469135802468
5,0.15384615384615385,0.3560606060606061,0.0,0.1728395061728395,0.0,0.0,0.047619047619047616,0.2,0.4197530864197532
6,0.3076923076923077,0.3181818181818182,0.0,0.12345679012345678,0.0,0.0,0.0,0.4666666666666667,0.2716049382716048
7,0.07692307692307693,0.4090909090909091,0.16666666666666666,0.18518518518518517,0.0,0.0,0.0,0.2,0.24691358024691357
8,0.23076923076923078,0.5606060606060607,0.0,0.18518518518518517,0.0,0.06521739130434782,0.09523809523809523,0.5333333333333333,0.28395061728395077
9,0.23076923076923078,0.34090909090909094,0.0,0.18518518518518517,0.0,0.0,0.0,0.5333333333333333,0.4444444444444444
10,0.38461538461538464,0.2727272727272727,0.0,0.2962962962962963,0.0,0.0,0.0,0.5333333333333333,0.8395061728395061
11,0.6153846153846154,0.21212121212121213,0.16666666666666666,0.14814814814814814,0.0,0.0,0.0,0.5333333333333333,0.5679012345679011
12,0.15384615384615385,0.46212121212121215,0.0,0.20987654320987653,0.02631578947368421,0.021739130434782608,0.19047619047619047,0.4666666666666667,0.4691358024691359
13,0.07692307692307693,0.2272727272727273,0.0,0.12345679012345678,0.0,0.0,0.0,0.5333333333333333,0.4691358024691359
14,0.15384615384615385,0.3181818181818182,0.0,0.04938271604938271,0.0,0.0,0.0,0.33333333333333337,0.40740740740740744
15,0.38461538461538464,0.2878787878787879,0.16666666666666666,0.35802469135802467,0.0,0.0,0.047619047619047616,0.26666666666666666,0.382716049382716
16,0.3076923076923077,0.3560606060606061,0.16666666666666666,0.18518518518518517,0.0,0.0,0.09523809523809523,0.4666666666666667,0.6666666666666665
17,0.0,0.23484848484848486,0.16666666666666666,0.2839506172839506,0.0,0.0,0.09523809523809523,0.5333333333333333,0.4320987654320987
18,0.15384615384615385,0.17424242424242425,0.16666666666666666,0.2222222222222222,0.02631578947368421,0.0,0.047619047619047616,0.5333333333333333,0.3580246913580247
19,0.3076923076923077,0.42424242424242425,0.0,0.2222222222222222,0.0,0.0,0.0,0.4666666666666667,0.37037037037037024
20,0.0,0.4772727272727273,0.0,0.12345679012345678,0.0,0.0,0.0,0.4,0.4320987654320987
21,0.9230769230769231,0.33333333333333337,0.3333333333333333,0.35802469135802467,0.0,0.0,0.09523809523809523,0.33333333333333337,0.3950617283950615
22,0.15384615384615385,0.007575757575757576,0.0,0.2345679012345679,0.0,0.043478260869565216,0.14285714285714285,0.5333333333333333,0.5061728395061726
23,0.38461538461538464,0.3712121212121212,0.0,0.14814814814814814,0.0,0.0,0.0,0.5333333333333333,0.345679012345679
24,0.07692307692307693,0.2878787878787879,0.0,0.12345679012345678,0.02631578947368421,0.0,0.0,0.33333333333333337,0.4320987654320987
25,0.0,0.030303030303030304,0.6666666666666666,0.2716049382716049,0.0,0.0,0.0,0.5333333333333333,0.6049382716049383
26,0.15384615384615385,0.34090909090909094,0.0,0.13580246913580246,0.02631578947368421,0.0,0.0,0.13333333333333336,0.3580246913580247
27,0.07692307692307693,0.16666666666666669,0.16666666666666666,0.16049382716049382,0.0,0.0,0.0,0.26666666666666666,0.4197530864197532
28,0.0,0.09848484848484848,0.16666666666666666,0.0,0.0,0.0,0.047619047619047616,0.26666666666666666,0.345679012345679
29,0.38461538461538464,0.2727272727272727,0.16666666666666666,0.2345679012345679,0.0,0.0,0.047619047619047616,0.4,0.641975308641975
30,0.15384615384615385,0.0,0.16666666666666666,0.19753086419753085,0.18421052631578946,0.0,0.0,0.5333333333333333,0.5679012345679011
31,0.6153846153846154,0.5454545454545454,0.8333333333333333,0.4691358024691358,0.0,0.0,0.0,0.5333333333333333,0.45679012345678993
32,0.6153846153846154,0.4545454545454546,1.0,0.6172839506172839,0.0,0.0,0.047619047619047616,0.33333333333333337,0.7530864197530864
33,0.15384615384615385,0.6893939393939394,0.3333333333333333,0.20987654320987653,0.0,0.0,0.0,0.5333333333333333,0.5555555555555556
34,0.0,0.25,0.0,0.012345679012345678,0.0,0.0,0.0,0.13333333333333336,0.5679012345679011
35,0.07692307692307693,0.29545454545454547,0.16666666666666666,0.14814814814814814,0.05263157894736842,0.0,0.0,0.13333333333333336,0.5185185185185184
36,0.0,0.09848484848484848,0.5,0.09876543209876543,0.0,0.0,0.0,0.5333333333333333,0.654320987654321
37,0.15384615384615385,0.15151515151515152,0.0,0.16049382716049382,0.0,0.0,0.0,0.5333333333333333,0.3950617283950615
38,0.6923076923076923,0.5681818181818182,0.8333333333333333,0.691358024691358,0.0,0.0,0.09523809523809523,0.5333333333333333,0.308641975308642
39,0.15384615384615385,0.32575757575757575,0.0,0.2345679012345679,0.02631578947368421,0.0,0.0,0.5333333333333333,0.5555555555555556
40,0.4615384615384616,0.5681818181818182,0.3333333333333333,0.18518518518518517,0.0,0.0,0.0,0.5333333333333333,0.5061728395061726
41,0.0,0.007575757575757576,0.6666666666666666,0.19753086419753085,0.0,0.0,0.047619047619047616,0.26666666666666666,0.4197530864197532
42,0.15384615384615385,0.4772727272727273,0.0,0.1111111111111111,0.0,0.0,0.0,0.26666666666666666,0.4691358024691359
43,0.3076923076923077,0.38636363636363635,0.3333333333333333,0.35802469135802467,0.0,0.0,0.09523809523809523,0.5333333333333333,0.641975308641975
44,0.38461538461538464,0.5984848484848485,0.0,0.20987654320987653,0.0,0.0,0.0,0.4,0.4444444444444444
45,0.6153846153846154,0.4393939393939394,0.5,0.2839506172839506,0.0,0.043478260869565216,0.047619047619047616,0.5333333333333333,0.5061728395061726
46,0.15384615384615385,0.33333333333333337,0.16666666666666666,0.08641975308641975,0.0,0.0,0.0,0.26666666666666666,0.40740740740740744
47,0.38461538461538464,0.5681818181818182,0.16666666666666666,0.32098765432098764,0.0,0.0,0.047619047619047616,0.5333333333333333,0.49382716049382713
48,0.07692307692307693,0.19696969696969696,0.3333333333333333,0.2839506172839506,0.0,0.0,0.09523809523809523,0.33333333333333337,0.3950617283950615
